,SRS045739,SRS015217,SRS049896,SRS012849,SRS011529,SRS014459,SRS011134,SRS016517,SRS020233,SRS014313,SRS017821,SRS045645,SRS021948,SRS016095,SRS023176,SRS011452,SRS013476,SRS013639,SRS045713,SRS015854,SRS019787,SRS017191,SRS049900,SRS017521,SRS043667,SRS019910,SRS020869,SRS018984,SRS015133,SRS015190,SRS016267,SRS013158,SRS015065,SRS018133,SRS024388,SRS049959,SRS019030,SRS015264,SRS017247,SRS015960,SRS022713,SRS013098,SRS015431,SRS048164,SRS011405,SRS016989,SRS019161,SRS024075,SRS015782,SRS024009,SRS019601,SRS017307,SRS015794,SRS018351,SRS018427,SRS019267,SRS015578,SRS024132,SRS043001,SRS013638,SRS021153,SRS019068,SRS042284,SRS045528,SRS024265,SRS014923,SRS048870,SRS013521,SRS016203,SRS021484,SRS011239,SRS049164,SRS023583,SRS012273,SRS018575,SRS012902,SRS014287,SRS047044,SRS017916,SRS015369,SRS043411,SRS043701,SRS014235,SRS049712,SRS016438,SRS016753,SRS016495,SRS016335,SRS049402,SRS045004,SRS011084,SRS024663,SRS013687,SRS023971,SRS019685,SRS023829,SRS042628,SRS020622,SRS014613,SRS011302,SRS017701,SRS022524,SRS011586,SRS022137,SRS017103,SRS024435,SRS023914,SRS011271,SRS013951,SRS018656,SRS017433,SRS019582,SRS018817,SRS018313,SRS024331,SRS013800,SRS023346,SRS013215,SRS019968,SRS023526,SRS022071,SRS019397,SRS015663,SRS047014,SRS019381,SRS016585,SRS024549,SRS014979,SRS024625,SRS011061,SRS020328,SRS016018,SRS012969,SRS016954,SRS015890,SRS021219,SRS016437,SRS016056,SRS022609,SRS014683,SRS047210,SRS017209,SRS023352,SRS047219,SRS018300,SRS023617,SRS013234,SRS011306,SRS015057,SRS078182,SRS019327,SRS018969,SRS015174,SRS014271,SRS021496,SRS063932,SRS062761,SRS019045,SRS053854,SRS011140,SRS013502,SRS055495,SRS013164,SRS062544,SRS023958,SRS053603,SRS016002,SRS044486,SRS056622,SRS012279,SRS015272,SRS063193,SRS017713,SRS018739,SRS022621,SRS015209,SRS013879,SRS045715,SRS016037,SRS023835,SRS019974,SRS014888,SRS017007,SRS014573,SRS024318,SRS057539,SRS050244,SRS018439,SRS015893,SRS052227,SRS016342,SRS013705,SRS019071,SRS054687,SRS015644,SRS011086,SRS024081,SRS017439,SRS016740,SRS065278,SRS016501,SRS042131,SRS015537,SRS042910,SRS055426,SRS022530,SRS057692,SRS024375,SRS019607,SRS023557,SRS020334,SRS018357,SRS044662,SRS024637,SRS014470,SRS047824,SRS042643,SRS015941,SRS043663,SRS049389,SRS018791,SRS016319,SRS024580,SRS017808,SRS015038,SRS011243,SRS023926,SRS077736,SRS019894,SRS019219,SRS063288,SRS017120,SRS016225,SRS015434,SRS017076,SRS017533,SRS022143,SRS064774,SRS021954,SRS048411,SRS013818,SRS014124,SRS064423,SRS014684,SRS057205,SRS057791,SRS075404,SRS015797,SRS062540,SRS024138,SRS019022,SRS024015,SRS022077,SRS011115,SRS018591,SRS051791,SRS024441,SRS056323,SRS020220,SRS018145,SRS015762,SRS024277,SRS045127,SRS049147,SRS050669,SRS019122,SRS044373,SRS057355,SRS016569,SRS016086,SRS020856,SRS015395,SRS058336,SRS048791,SRS019389,SRS022719,SRS016529
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,,,,,,,,5,,,,,,,,,,,,,,,,,,,9,,,,26,,,,,,1,,,,,5,,,1,,,1,,,,,,,,,,,11,2,24,,3,,1,,,,,,,,,2,,,,,,,,,,,,,4,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P-stx-12,,,,,,,,4,,,,,,,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium,,,,8,,,,6,,,,,,,,,,,,,,77,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,1,,,,,,,7,,,2,,,,,,6,,,2,,3,,,,,1,,,,7,,7,,11,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._14028S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._DT104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._T000240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._enterica_serovar_Typhimurium_var._5-_str._CFSAN001921,,5,,23,,,,2,,,,,,,,,,,,,,27,,,,,5,,,,,,,,,,1,,,,,,1,,,,,,,,5,,1,,,,,5,,,,9,,23,1,,,,,,,,1,1,,25,2,,,,,,,,,,1,,3,,2,,1,,,4,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._indica,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_subsp._salamae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_sp._14;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_liquefaciens;t__Serratia_liquefaciens_ATCC_27592,,,,5,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,54,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_marcescens;t__Serratia_marcescens_FGI94,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_marcescens;t__Serratia_marcescens_WW4,,2,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,45,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,4,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_plymuthica;t__Serratia_plymuthica_4Rx13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_plymuthica;t__Serratia_plymuthica_S13,,,,3,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__Serratia_proteamaculans;t__Serratia_proteamaculans_568,1,,,5,,,,1,,,,,,,,,,1,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_boydii;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_boydii;t__Shigella_boydii_CDC_3083-94,,5,2,31,1,1,7,34,,8,,,,,,,,,,,,258,1,349,1,,12,4,1,,1,2,3,,,,11,1,,,2,42,,,1,,1,1,3,,73,,,,,,,4,4,1,39,18,1,16,1,,,,,,10,,3,44,4,25,,,,,,,,,6,1,25,3,946,,2,,14,4,4,6,,,,,,,6,1,,,1,,2,2,,,,64,,1,,2,2,2,,,5,,,173,1,,,,5,,,,,,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_boydii;t__Shigella_boydii_Sb227,1,5,3,30,,1,6,39,2,2,,,,,,,1,,1,,,198,1,324,1,,13,,,,6,4,,,,,16,,,,5,18,,,6,,,,4,,51,,,,,,,7,2,2,18,28,1,23,1,,,,,,5,1,4,19,,33,1,1,,2,,,1,,,,27,1,287,,,,7,3,10,4,,,,,,,,1,1,,3,,3,,,,,21,3,,,3,4,,,,2,,,135,,,,,,,,,,,2,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_dysenteriae;t__Shigella_dysenteriae_Sd197,,30,2,,1,3,4,64,,7,,,,,4,,1,,,,2,918,10,293,13,1,30,5,3,,34,36,3,,,,99,,,,4,146,3,,4,,,7,25,,52,,1,,,1,5,26,39,8,312,73,13,225,3,,,,1,1,27,1,19,504,22,309,1,3,1,2,,,1,,29,1,47,1,1830,,,,74,27,15,62,1,,,,,1,3,,,1,,,,10,5,,,124,2,,1,18,6,1,,,25,2,,496,16,,,,36,,2,3,,,35,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_2002017,,1,,,,,,4,,,,,,,,,,,,,,93,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,7,,,,3,,1,,,,,,,,,,2,,3,,,,,,,,,1,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_2a_str._2457T,,4,,,2,,5,18,,2,,,,,1,,,,,,,181,,85,3,,5,1,2,,9,5,,,,,21,,,,,21,1,,2,,2,2,4,,16,,1,,,,2,4,10,1,37,36,,31,1,,,,,,5,,3,119,3,48,,5,,1,,,,,5,1,8,,465,,1,,16,7,3,7,,,,,,,,,,,,,,2,1,,,23,,,,4,,,1,,7,,,46,1,,1,,13,,,,,,2,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_2a_str._301,,,,,,,,2,,,,,,,,,,,,,,2,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_5_str._8401,1,1,,,,,1,12,,1,,,,,,,,,,,,86,,72,2,,3,1,,,3,5,,,,,5,,,,1,13,,,2,,,4,,,10,1,,,,1,1,2,2,1,18,5,,16,1,,,,,,3,,2,22,,25,,,,,,,,,1,,9,1,90,,,,4,2,2,3,,,,,,,,1,,,1,,1,,1,,,8,1,,,1,4,,,,3,,,80,2,,,,4,,,,,1,4,,,19,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Shigella_flexneri_5a_str._M90T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__Shigella_sonnei;t__Unknown,1,,,,,,4,,,,,,,,,,,,,,,1,1,,,,14,,5,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,873,,,,,,,5,,,,4,,,,,,,,,,,6,,,,,,,,1,,,,,,,2,,,,,2,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
